graph_id,src,dst,weight
5,13,7,0.8126174023838518
5,13,11,0.822866076934046
5,13,21,0.8616594080792404
5,13,48,0.9006988076590475
5,14,49,0.8426135257375883
5,18,20,0.8212557413918885
5,20,18,0.8212557413918885
5,21,5,0.8372019376948324
5,21,11,0.8144229434426874
5,21,13,0.8616594080792404
5,21,48,0.8763326335243737
5,21,56,0.8774819483604157
5,22,24,0.8678492395161458
5,24,22,0.8678492395161458
5,24,59,0.811366213607897
5,25,10,0.8666838541842934
5,25,60,0.8903639264133582
5,29,64,0.8236631840822928
5,30,65,0.8470575850894232
5,35,0,0.8536419679585678
5,38,43,0.8141642592768338
5,40,5,0.8447650529994671
5,43,38,0.8141642592768338
5,45,10,0.8469394276433896
5,45,60,0.8507881066280136
5,46,11,0.8212852358765914
5,48,11,0.8321701791568921
5,48,13,0.9006988076590475
5,48,21,0.8763326335243737
5,48,56,0.850707295734387
5,49,14,0.8426135257375883
5,56,21,0.8774819483604157
5,56,48,0.850707295734387
5,57,59,0.8863606663831002
5,59,24,0.811366213607897
5,59,57,0.8863606663831002
5,60,10,0.8608029842010004
5,60,25,0.8903639264133582
5,60,45,0.8507881066280136
5,64,29,0.8236631840822928
5,65,30,0.8470575850894232
6,7,42,0.8223707771387133
6,7,48,0.8215713574650271
6,13,48,0.8710288330942211
6,17,52,0.8397732925488414
6,25,60,0.9066424332969923
6,26,61,0.8359807466775429
6,42,7,0.8223707771387133
6,42,48,0.8050684869587701
6,48,7,0.8215713574650271
6,48,13,0.8710288330942211
6,48,42,0.8050684869587701
6,52,17,0.8397732925488414
6,60,25,0.9066424332969923
6,60,64,0.8387867298958259
6,61,26,0.8359807466775429
6,64,60,0.8387867298958259
7,0,35,0.8260656174831207
7,10,45,0.8465898384395696
7,14,49,0.902941674614156
7,18,20,0.8362406992093556
7,20,18,0.8362406992093556
7,21,56,0.8265136706798878
7,24,59,0.8112328064531337
7,25,60,0.8347173079574004
7,35,0,0.8260656174831207
7,42,46,0.8068560749577107
7,45,10,0.8465898384395696
7,46,42,0.8068560749577107
7,49,14,0.902941674614156
7,53,55,0.8137613490633913
7,55,53,0.8137613490633913
7,56,21,0.8265136706798878
7,57,59,0.8024822142605214
7,59,24,0.8112328064531337
7,59,57,0.8024822142605214
7,60,25,0.8347173079574004
8,5,40,0.8283624788066072
8,7,42,0.8413321940523583
8,8,29,0.8088464555740598
8,10,25,0.8747926640502545
8,10,60,0.8161959046900941
8,11,46,0.9093723139862216
8,13,48,0.853532985160214
8,22,24,0.9061500514684425
8,22,57,0.8739884732685504
8,22,59,0.8484393541521104
8,24,22,0.9061500514684425
8,24,57,0.8566228105260102
8,24,59,0.8820874949217419
8,25,10,0.8747926640502545
8,25,60,0.8735593883353326
8,26,61,0.8084173293821474
8,29,8,0.8088464555740598
8,40,5,0.8283624788066072
8,42,7,0.8413321940523583
8,46,11,0.9093723139862216
8,48,13,0.853532985160214
8,53,55,0.816811470281995
8,55,53,0.816811470281995
8,57,22,0.8739884732685504
8,57,24,0.8566228105260102
8,57,59,0.9034740142523984
8,59,22,0.8484393541521104
8,59,24,0.8820874949217419
8,59,57,0.9034740142523984
8,60,10,0.8161959046900941
8,60,25,0.8735593883353326
8,61,26,0.8084173293821474
9,0,35,0.8224380461575682
9,7,13,0.8359096483052875
9,7,42,0.8185808031582146
9,7,48,0.8570631736125053
9,8,15,0.8123056851215958
9,10,45,0.8206378228300855
9,13,7,0.8359096483052875
9,13,48,0.8229116689486267
9,14,49,0.8854093964332734
9,15,8,0.8123056851215958
9,22,57,0.8074780110480315
9,24,59,0.8275075713795588
9,25,60,0.9022964062885687
9,28,63,0.8299273396332201
9,35,0,0.8224380461575682
9,42,7,0.8185808031582146
9,45,10,0.8206378228300855
9,48,7,0.8570631736125053
9,48,13,0.8229116689486267
9,49,14,0.8854093964332734
9,57,22,0.8074780110480315
9,57,59,0.8127399074102533
9,59,24,0.8275075713795588
9,59,57,0.8127399074102533
9,60,25,0.9022964062885687
9,63,28,0.8299273396332201
10,0,35,0.825445143065481
10,5,21,0.830736035438315
10,5,40,0.9004032542774664
10,5,56,0.8235165394504151
10,7,13,0.8397852133515408
10,7,48,0.8082230975158022
10,11,13,0.8196040310379104
10,11,21,0.8558572709206176
10,11,46,0.9191386735753517
10,11,48,0.804102355893821
10,13,7,0.8397852133515408
10,13,11,0.8196040310379104
10,13,21,0.9266843793282946
10,13,46,0.8310565632208438
10,13,48,0.9501254528523214
10,13,56,0.8437255479583154
10,21,5,0.830736035438315
10,21,11,0.8558572709206176
10,21,13,0.9266843793282946
10,21,46,0.8447056635205353
10,21,48,0.9101974607143524
10,21,56,0.8872720001975971
10,22,24,0.8076811208607715
10,24,22,0.8076811208607715
10,25,60,0.9082746103219105
10,26,61,0.8191618641953748
10,35,0,0.825445143065481
10,40,5,0.9004032542774664
10,46,11,0.9191386735753517
10,46,13,0.8310565632208438
10,46,21,0.8447056635205353
10,46,48,0.8213126821831191
10,48,7,0.8082230975158022
10,48,11,0.804102355893821
10,48,13,0.9501254528523214
10,48,21,0.9101974607143524
10,48,46,0.8213126821831191
10,48,56,0.855945879338473
10,56,5,0.8235165394504151
10,56,13,0.8437255479583154
10,56,21,0.8872720001975971
10,56,48,0.855945879338473
10,57,59,0.8162296122746154
10,59,57,0.8162296122746154
10,60,25,0.9082746103219105
10,61,26,0.8191618641953748
11,13,48,0.8093153452570819
11,14,49,0.8561669323219911
11,21,56,0.8257514858227759
11,22,24,0.8394163286920239
11,24,22,0.8394163286920239
11,38,43,0.8309679380754801
11,43,38,0.8309679380754801
11,48,13,0.8093153452570819
11,49,14,0.8561669323219911
11,56,21,0.8257514858227759
12,0,35,0.8672323730018003
12,2,37,0.8044462701515264
12,5,21,0.8463150072528587
12,5,48,0.8219097322663697
12,5,56,0.8421316848442492
12,7,11,0.8264446018964134
12,10,25,0.8853624598745106
12,10,45,0.8041945975981227
12,11,7,0.8264446018964134
12,11,13,0.8301101126899162
12,13,11,0.8301101126899162
12,13,21,0.808362406560372
12,13,48,0.8952030301166469
12,16,51,0.8640917753938133
12,17,52,0.8687310353645353
12,21,5,0.8463150072528587
12,21,13,0.808362406560372
12,21,48,0.8442129080271022
12,21,56,0.8988964004009843
12,22,24,0.8997737069269169
12,22,57,0.8108759313559332
12,24,22,0.8997737069269169
12,24,57,0.8022886669995212
12,24,59,0.8220794877482214
12,25,10,0.8853624598745106
12,25,40,0.835061998276975
12,25,60,0.9172180416664025
12,35,0,0.8672323730018003
12,36,50,0.8057626822287711
12,37,2,0.8044462701515264
12,40,25,0.835061998276975
12,42,46,0.8018462440121986
12,45,10,0.8041945975981227
12,46,42,0.8018462440121986
12,48,5,0.8219097322663697
12,48,13,0.8952030301166469
12,48,21,0.8442129080271022
12,48,56,0.850274410772573
12,50,36,0.8057626822287711
12,51,16,0.8640917753938133
12,52,17,0.8687310353645353
12,54,55,0.8427795806778646
12,55,54,0.8427795806778646
12,56,5,0.8421316848442492
12,56,21,0.8988964004009843
12,56,48,0.850274410772573
12,57,22,0.8108759313559332
12,57,24,0.8022886669995212
12,57,59,0.8862004807292858
12,59,24,0.8220794877482214
12,59,57,0.8862004807292858
12,60,25,0.9172180416664025
13,0,35,0.8435174938910436
13,7,11,0.8525256883945795
13,10,45,0.8380941775714615
13,11,7,0.8525256883945795
13,15,50,0.8414978407907634
13,17,52,0.823457252236201
13,19,20,0.8269001755289493
13,20,19,0.8269001755289493
13,21,56,0.8550915937477193
13,22,24,0.8325927913625141
13,22,57,0.8511740040544317
13,24,22,0.8325927913625141
13,24,59,0.8276074848942475
13,25,60,0.9074846664637481
13,27,31,0.8211631804874611
13,30,65,0.883879031160297
13,31,27,0.8211631804874611
13,34,69,0.8389699463260766
13,35,0,0.8435174938910436
13,36,65,0.8012396089179724
13,43,44,0.8294699144207781
13,43,50,0.8030005462123901
13,44,43,0.8294699144207781
13,44,50,0.8034756783182162
13,45,10,0.8380941775714615
13,50,15,0.8414978407907634
13,50,43,0.8030005462123901
13,50,44,0.8034756783182162
13,52,17,0.823457252236201
13,53,55,0.8037198998041436
13,55,53,0.8037198998041436
13,56,21,0.8550915937477193
13,57,22,0.8511740040544317
13,57,59,0.8568391556387415
13,59,24,0.8276074848942475
13,59,57,0.8568391556387415
13,60,25,0.9074846664637481
13,65,30,0.883879031160297
13,65,36,0.8012396089179724
13,69,34,0.8389699463260766
14,0,35,0.8340322613981017
14,5,40,0.8595937802403029
14,7,13,0.8176637621143373
14,7,42,0.8383657000643099
14,10,45,0.8312681034686478
14,12,47,0.8006693780562817
14,13,7,0.8176637621143373
14,13,48,0.8579022139924244
14,14,49,0.8670621923339604
14,17,52,0.8517066791876944
14,21,56,0.8412640071586491
14,22,24,0.8631535384096136
14,24,22,0.8631535384096136
14,24,57,0.8036266517841911
14,24,59,0.8235430137319374
14,25,60,0.8847155926738812
14,26,61,0.8742441933429717
14,29,64,0.8609132271405256
14,35,0,0.8340322613981017
14,40,5,0.8595937802403029
14,40,46,0.812231128264654
14,42,7,0.8383657000643099
14,45,10,0.8312681034686478
14,46,40,0.812231128264654
14,47,12,0.8006693780562817
14,48,13,0.8579022139924244
14,49,14,0.8670621923339604
14,52,17,0.8517066791876944
14,56,21,0.8412640071586491
14,57,24,0.8036266517841911
14,57,59,0.874926754449625
14,59,24,0.8235430137319374
14,59,57,0.874926754449625
14,60,25,0.8847155926738812
14,61,26,0.8742441933429717
14,64,29,0.8609132271405256
15,2,37,0.8696913867007215
15,10,14,0.8487078643926109
15,10,45,0.8540353614810898
15,13,48,0.8647544002004866
15,14,10,0.8487078643926109
15,14,49,0.9093316504659137
15,18,20,0.8076808729334182
15,20,18,0.8076808729334182
15,25,60,0.853883137397642
15,26,61,0.8046594789238497
15,37,2,0.8696913867007215
15,38,54,0.8136848554436015
15,45,10,0.8540353614810898
15,48,13,0.8647544002004866
15,49,14,0.9093316504659137
15,54,38,0.8136848554436015
15,57,59,0.8722986581503227
15,59,57,0.8722986581503227
15,60,25,0.853883137397642
15,61,26,0.8046594789238497
16,0,35,0.8315502727162344
16,3,8,0.81844235797646
16,8,3,0.81844235797646
16,14,49,0.8394336915529275
16,21,56,0.8789946292743809
16,24,59,0.8179421069635492
16,25,60,0.8351904357035081
16,35,0,0.8315502727162344
16,38,62,0.8080779760162424
16,49,14,0.8394336915529275
16,56,21,0.8789946292743809
16,59,24,0.8179421069635492
16,60,25,0.8351904357035081
16,62,38,0.8080779760162424
17,0,35,0.8382228102782384
17,7,9,0.8127993911970343
17,7,42,0.9032016298711072
17,9,7,0.8127993911970343
17,9,42,0.8269725873596538
17,10,25,0.8008958467838005
17,10,45,0.8251452147462581
17,11,46,0.8602960351103465
17,13,48,0.8916012266114383
17,15,50,0.8050620886636515
17,17,52,0.8785345705378974
17,18,20,0.8054007850315206
17,20,18,0.8054007850315206
17,21,56,0.8683274008847629
17,22,24,0.890287343563805
17,22,52,0.819731505270199
17,22,57,0.9312790830113473
17,22,59,0.9032505363760344
17,24,22,0.890287343563805
17,24,57,0.8584693113455222
17,24,59,0.9260908954424193
17,25,10,0.8008958467838005
17,25,45,0.8087214448991443
17,25,60,0.9249504911299264
17,29,64,0.9139908142675208
17,30,65,0.882218761109416
17,35,0,0.8382228102782384
17,38,62,0.8290464911850645
17,42,7,0.9032016298711072
17,42,9,0.8269725873596538
17,42,48,0.8038095641650784
17,45,10,0.8251452147462581
17,45,25,0.8087214448991443
17,46,11,0.8602960351103465
17,48,13,0.8916012266114383
17,48,42,0.8038095641650784
17,50,15,0.8050620886636515
17,52,17,0.8785345705378974
17,52,22,0.819731505270199
17,52,57,0.8013607715031084
17,56,21,0.8683274008847629
17,57,22,0.9312790830113473
17,57,24,0.8584693113455222
17,57,52,0.8013607715031084
17,57,59,0.9199445359505104
17,59,22,0.9032505363760344
17,59,24,0.9260908954424193
17,59,57,0.9199445359505104
17,60,25,0.9249504911299264
17,62,38,0.8290464911850645
17,64,29,0.9139908142675208
17,65,30,0.882218761109416
18,5,21,0.924612805056233
18,5,40,0.8848449679986639
18,5,56,0.8276535097996358
18,6,41,0.8010757885353776
18,7,42,0.8211762932096693
18,10,25,0.883672839585799
18,10,45,0.8034190725060015
18,11,46,0.875615468431307
18,13,40,0.8690472570236998
18,13,48,0.9309103292791484
18,13,56,0.8330509469061826
18,14,49,0.8740950125326703
18,17,52,0.8655527453345161
18,21,5,0.924612805056233
18,21,40,0.8231943875607431
18,21,56,0.8993950587715707
18,22,24,0.8756418443215888
18,22,57,0.9031498964652332
18,22,59,0.8389925919873349
18,24,22,0.8756418443215888
18,24,57,0.8459082544059983
18,24,59,0.8771611271159324
18,25,10,0.883672839585799
18,25,60,0.8343515131702666
18,30,65,0.8568156246003756
18,40,5,0.8848449679986639
18,40,13,0.8690472570236998
18,40,21,0.8231943875607431
18,40,46,0.8381997252727045
18,40,48,0.8793884522553058
18,40,56,0.8277832825834598
18,41,6,0.8010757885353776
18,42,7,0.8211762932096693
18,45,10,0.8034190725060015
18,46,11,0.875615468431307
18,46,40,0.8381997252727045
18,48,13,0.9309103292791484
18,48,40,0.8793884522553058
18,48,56,0.8633080189245562
18,49,14,0.8740950125326703
18,52,17,0.8655527453345161
18,56,5,0.8276535097996358
18,56,13,0.8330509469061826
18,56,21,0.8993950587715707
18,56,40,0.8277832825834598
18,56,48,0.8633080189245562
18,57,22,0.9031498964652332
18,57,24,0.8459082544059983
18,57,59,0.8797760131929253
18,59,22,0.8389925919873349
18,59,24,0.8771611271159324
18,59,57,0.8797760131929253
18,60,25,0.8343515131702666
18,65,30,0.8568156246003756
19,2,37,0.8347190197102656
19,5,40,0.8514477369154025
19,10,25,0.8068414572596002
19,10,45,0.8516631257516408
19,13,48,0.8006297807882972
19,17,52,0.8224958029954429
19,25,10,0.8068414572596002
19,25,60,0.8801611229240168
19,37,2,0.8347190197102656
19,40,5,0.8514477369154025
19,45,10,0.8516631257516408
19,48,13,0.8006297807882972
19,52,17,0.8224958029954429
19,60,25,0.8801611229240168
20,13,48,0.8434187382657545
20,14,49,0.8347043142879934
20,25,60,0.8354554817683658
20,26,61,0.8262606234596831
20,43,50,0.8865455840842071
20,48,13,0.8434187382657545
20,49,14,0.8347043142879934
20,50,43,0.8865455840842071
20,60,25,0.8354554817683658
20,61,26,0.8262606234596831
21,5,40,0.8213022887071144
21,7,42,0.8070948295518764
21,10,25,0.8524347046723819
21,10,45,0.8249272284461171
21,11,46,0.8544388174165394
21,14,49,0.8400680008874527
21,16,51,0.8172945999974325
21,17,24,0.8443279518759885
21,17,52,0.9059937636121159
21,17,59,0.8093266840926717
21,21,56,0.8870827751813589
21,22,24,0.8027015990669653
21,22,52,0.8504180240018075
21,24,17,0.8443279518759885
21,24,22,0.8027015990669653
21,24,59,0.8589500116717393
21,25,10,0.8524347046723819
21,25,60,0.8598778511593639
21,26,61,0.8362242808643836
21,40,5,0.8213022887071144
21,42,7,0.8070948295518764
21,45,10,0.8249272284461171
21,46,11,0.8544388174165394
21,49,14,0.8400680008874527
21,51,16,0.8172945999974325
21,52,17,0.9059937636121159
21,52,22,0.8504180240018075
21,56,21,0.8870827751813589
21,59,17,0.8093266840926717
21,59,24,0.8589500116717393
21,60,25,0.8598778511593639
21,61,26,0.8362242808643836
22,14,49,0.815536311690696
22,43,50,0.8287238306431516
22,49,14,0.815536311690696
22,50,43,0.8287238306431516
23,0,35,0.8870187599176664
23,7,9,0.842509434763964
23,7,42,0.8715159310574869
23,7,48,0.8373327743459015
23,9,7,0.842509434763964
23,10,25,0.8165057650659525
23,10,45,0.8292099155038255
23,12,47,0.8128996939655461
23,13,42,0.800046940679153
23,13,48,0.893119968467916
23,14,49,0.8870492772965223
23,16,51,0.8310167324611182
23,22,24,0.8018907237772943
23,24,22,0.8018907237772943
23,24,59,0.8367667689644258
23,25,10,0.8165057650659525
23,25,60,0.8661198467083342
23,29,64,0.8317044749313237
23,30,65,0.8239078913674542
23,32,49,0.8170991343205223
23,35,0,0.8870187599176664
23,42,7,0.8715159310574869
23,42,13,0.800046940679153
23,42,48,0.8611441520996409
23,43,50,0.805386487004097
23,45,10,0.8292099155038255
23,45,60,0.8390856921380679
23,47,12,0.8128996939655461
23,48,7,0.8373327743459015
23,48,13,0.893119968467916
23,48,42,0.8611441520996409
23,49,14,0.8870492772965223
23,49,32,0.8170991343205223
23,49,67,0.8202718514284735
23,50,43,0.805386487004097
23,51,16,0.8310167324611182
23,57,59,0.8462130339701842
23,59,24,0.8367667689644258
23,59,57,0.8462130339701842
23,60,25,0.8661198467083342
23,60,45,0.8390856921380679
23,64,29,0.8317044749313237
23,65,30,0.8239078913674542
23,67,49,0.8202718514284735
24,0,35,0.9020060229013558
24,5,13,0.837846939536141
24,5,21,0.846144176576434
24,5,40,0.8356378566094183
24,7,13,0.8794584828089591
24,7,42,0.8719050857264615
24,7,48,0.8517925977910901
24,10,25,0.817910978069653
24,10,45,0.8372132475840527
24,11,13,0.8418021350169871
24,11,46,0.8160659608241029
24,12,47,0.8426969080362618
24,13,5,0.837846939536141
24,13,7,0.8794584828089591
24,13,11,0.8418021350169871
24,13,21,0.8031367295474792
24,13,42,0.8327623079018899
24,13,48,0.8499827207875813
24,14,49,0.8953998016452688
24,16,51,0.8233919064985861
24,17,52,0.8839663494443578
24,21,5,0.846144176576434
24,21,13,0.8031367295474792
24,21,56,0.838497217641092
24,22,24,0.8252999767769007
24,22,57,0.8937423524185294
24,24,22,0.8252999767769007
24,24,57,0.8577581869308827
24,24,59,0.8737492856455972
24,25,10,0.817910978069653
24,25,60,0.8352294675596603
24,26,61,0.8445382377018876
24,29,64,0.8309863137871153
24,30,65,0.8788378919306957
24,35,0,0.9020060229013558
24,38,43,0.9103242016404296
24,40,5,0.8356378566094183
24,42,7,0.8719050857264615
24,42,13,0.8327623079018899
24,42,46,0.8010035249473907
24,42,48,0.8494481231329992
24,43,38,0.9103242016404296
24,43,50,0.8016036954106406
24,45,10,0.8372132475840527
24,46,11,0.8160659608241029
24,46,42,0.8010035249473907
24,47,12,0.8426969080362618
24,48,7,0.8517925977910901
24,48,13,0.8499827207875813
24,48,42,0.8494481231329992
24,49,14,0.8953998016452688
24,50,43,0.8016036954106406
24,51,16,0.8233919064985861
24,52,17,0.8839663494443578
24,53,55,0.8006272804423639
24,55,53,0.8006272804423639
24,56,21,0.838497217641092
24,57,22,0.8937423524185294
24,57,24,0.8577581869308827
24,57,59,0.900302847224309
24,59,24,0.8737492856455972
24,59,57,0.900302847224309
24,60,25,0.8352294675596603
24,61,26,0.8445382377018876
24,64,29,0.8309863137871153
24,65,30,0.8788378919306957
25,0,35,0.9091180066736435
25,2,37,0.9000337191085019
25,5,11,0.8060748911513423
25,5,21,0.8478018366352958
25,5,40,0.8831775556777579
25,7,13,0.8950325485847436
25,7,42,0.8943533578653656
25,7,48,0.8631994323456536
25,10,45,0.8563886753480154
25,11,5,0.8060748911513423
25,11,13,0.823290885493739
25,11,21,0.8495126490550681
25,11,46,0.8221573799734707
25,11,48,0.8459285699915144
25,13,7,0.8950325485847436
25,13,11,0.823290885493739
25,13,42,0.8826163214817401
25,13,48,0.8861729026353736
25,14,49,0.8144085505617001
25,17,52,0.8495713402104215
25,21,5,0.8478018366352958
25,21,11,0.8495126490550681
25,21,48,0.8266168534735423
25,22,24,0.8361734613748624
25,22,57,0.8694819167878112
25,24,22,0.8361734613748624
25,24,57,0.8102018623499992
25,24,59,0.8563853082508807
25,25,60,0.8920181987185665
25,26,61,0.80134370539643
25,28,63,0.8043815668845778
25,29,64,0.8834660203385906
25,30,65,0.8230399183682622
25,31,66,0.8338918979186166
25,35,0,0.9091180066736435
25,37,2,0.9000337191085019
25,40,5,0.8831775556777579
25,42,7,0.8943533578653656
25,42,13,0.8826163214817401
25,42,48,0.8468034107217259
25,45,10,0.8563886753480154
25,46,11,0.8221573799734707
25,46,48,0.8130192704723842
25,48,7,0.8631994323456536
25,48,11,0.8459285699915144
25,48,13,0.8861729026353736
25,48,21,0.8266168534735423
25,48,42,0.8468034107217259
25,48,46,0.8130192704723842
25,49,14,0.8144085505617001
25,52,17,0.8495713402104215
25,57,22,0.8694819167878112
25,57,24,0.8102018623499992
25,57,59,0.8225081444812119
25,59,24,0.8563853082508807
25,59,57,0.8225081444812119
25,60,25,0.8920181987185665
25,61,26,0.80134370539643
25,63,28,0.8043815668845778
25,64,29,0.8834660203385906
25,65,30,0.8230399183682622
25,66,31,0.8338918979186166
26,0,35,0.8420096341382125
26,2,37,0.8384526199430818
26,5,21,0.8199663256506441
26,5,56,0.8301085017257482
26,7,42,0.8026364069579925
26,8,29,0.8076670906021362
26,10,25,0.8335463931128209
26,10,45,0.8910330325963253
26,11,13,0.8404312721994784
26,11,21,0.8403798074991113
26,11,46,0.804787139540571
26,13,11,0.8404312721994784
26,13,21,0.8463465883672111
26,13,48,0.8944062553903004
26,14,49,0.850031147506526
26,15,30,0.8003687943929431
26,15,42,0.8250519563088464
26,16,51,0.8332148697557328
26,17,52,0.9065793384991848
26,18,20,0.8232695847641422
26,20,18,0.8232695847641422
26,21,5,0.8199663256506441
26,21,11,0.8403798074991113
26,21,13,0.8463465883672111
26,21,56,0.8016171815573767
